0.000000000000000e+00 -1.200000000000000e-04
1.282772118750000e-03 6.653030993750001e-03
4.722639611718750e-03 1.501315887734375e-02
1.078816265086719e-02 2.417476109914844e-02
2.477203994705703e-02 3.974118335216641e-02
3.621761010212852e-02 4.928105593944102e-02
6.020012473604772e-02 6.471506261091230e-02
8.244398313963459e-02 7.555440287001007e-02
1.069294987366876e-01 8.451965759291211e-02
1.314406199525479e-01 9.108403250023810e-02
1.587891772502495e-01 9.604511424344764e-02
1.898373131252354e-01 9.938751684996447e-02
2.162016082169025e-01 1.006342346747314e-01
2.543639350312524e-01 1.006265919641154e-01
2.953011828572017e-01 9.920134797416308e-02
3.378955981168731e-01 9.680509328572792e-02
3.784243763379809e-01 9.404539845704848e-02
4.050303521126778e-01 9.202667298741110e-02
4.311632319441315e-01 8.983141109634453e-02
4.584146851978169e-01 8.724747979185322e-02
4.878273573341056e-01 8.406923971967883e-02
5.155102638651253e-01 8.073727628589998e-02
5.352501362354128e-01 7.821441057996138e-02
5.557830468759903e-01 7.550384566981493e-02
5.755358947926160e-01 7.286092343065828e-02
5.983299176343519e-01 6.975857897339763e-02
6.231324413150676e-01 6.627469290098843e-02
6.483687088018516e-01 6.256810970827661e-02
6.706247292501192e-01 5.914246733185576e-02
6.962035856266684e-01 5.506841861357892e-02
7.231340234632245e-01 5.065536655076146e-02
7.506329047184401e-01 4.600540215142886e-02
7.764798309799954e-01 4.145940612591031e-02
8.045314946145439e-01 3.630244982356969e-02
8.304764545729215e-01 3.132270885286007e-02
8.586601669552016e-01 2.575855913001798e-02
8.853597680708103e-01 2.044390135933420e-02
9.137643235152791e-01 1.489528134903160e-02
9.410117515666463e-01 9.825527824133224e-03
9.686778893747825e-01 5.047057339055406e-03
1.000000000000000e+00 0.000000000000000e+00
4.500000000000000e-03 -1.216000000000000e-02
1.270025043750000e-02 -1.856173411875000e-02
2.085119077343750e-02 -2.212755061171875e-02
5.251796423773437e-02 -3.095678583586719e-02
9.130389823616407e-02 -3.662415521255703e-02
1.284051814024883e-01 -3.972751333194102e-02
1.566305627191318e-01 -4.129361418392645e-02
1.830374585346306e-01 -4.236806379700098e-02
2.147663152074764e-01 -4.338495715233719e-02
2.447621201624517e-01 -4.417975104614606e-02
2.680649503426286e-01 -4.468067523625401e-02
2.919238724395768e-01 -4.504841627223605e-02
3.204453140033871e-01 -4.526487609544428e-02
3.466168761760041e-01 -4.519903212667940e-02
3.759241820554303e-01 -4.481851430032010e-02
4.049709314012450e-01 -4.418004876360985e-02
4.335966604542931e-01 -4.336211458630491e-02
4.600754576053916e-01 -4.248021163650621e-02
4.865794650538268e-01 -4.148695089217410e-02
5.105450534085905e-01 -4.047358631087560e-02
5.318214214555856e-01 -3.947567334139460e-02
5.520119477509051e-01 -3.844613872273914e-02
5.725721996333949e-01 -3.730664370663928e-02
5.965849680145594e-01 -3.583363872474303e-02
6.238262051984025e-01 -3.397824424825201e-02
6.507964900446055e-01 -3.199004892726556e-02
6.820557250887046e-01 -2.956007471206854e-02
7.135761133636209e-01 -2.707582812038683e-02
7.425590986276335e-01 -2.479923366383342e-02
7.691145509095541e-01 -2.267353634801112e-02
7.964053114108962e-01 -2.037025567823797e-02
8.257885074671412e-01 -1.766857048333359e-02
8.543861256033531e-01 -1.478234159695676e-02
8.850309306984259e-01 -1.145352449287829e-02
9.158876987864006e-01 -7.974467376667523e-03
9.463949861571520e-01 -4.634043510933107e-03
9.790000000000000e-01 -1.430000000000000e-03
